,,School Type,NCES - School ID,,School Name,School Address,Latitude,Longitude,Tags (State)
,,Alternative High,510225002281,,DOUGLASS SCHOOL,407 E. Market St. Leesburg VA 20176,39.1094648,-77.5549114,VA
,,Middle,510225002282,,EAGLE RIDGE MIDDLE,42901 Waxpool Rd Ashburn VA 20148,39.0152237,-77.5155412,VA
,,High,510126002951,,EDISON HIGH SCHOOL ACADEMY,5801 Franconia Rd Alexandria VA 22310,38.7821116,-77.1339553,VA
,,Elementary,510225000917,,EMERICK ELEMENTARY SCHOOL,440 S Nursery Ave Purcellville VA 20132,39.1300984,-77.7184707,VA
,,Elementary,510225001845,,EVERGREEN MILL ELEM,491 Evergreen Mill Rd SE Leesburg VA 20175,39.0909223,-77.572778,VA
,,High,510126000422,,FAIRFAX COUNTY ADULT HIGH SCHOOL,"4105 Whitacre Rd, Fairfax, VA 22032",38.8392464,-77.2770894,VA
,,High,510126000463,,FAIRFAX HIGH SCHOOL,"3501 Rebel Run, Fairfax, VA 22030",38.8599249,-77.2861288,VA
,,High,510126002946,,FALLS CHURCH HIGH SCHOOL,7521 Jaguar Trail Falls Church VA 22042,38.8617531,-77.2067427,VA
,,Middle,510225001131,,FARMWELL STATION MIDDLE,44281 Gloucester Pkwy Ashburn VA 20147,39.037734,-77.473089,VA
,,Elementary,510225002283,,FOREST GROVE ELEM,46245 Forest Ridge Dr. Sterling VA 20164,38.989826,-77.401328,VA
,,Elementary,510225002412,,FRANCES HAZEL REID ELEMENTARY SCHOOL,800 N. King St. Leesburg VA 20176,39.1310059,-77.5493135,VA
,,Elementary,510225002864,,FREDERICK DOUGLASS ELEM,510 Principal Drummond Way SE Leesburg VA 20175,39.1073839,-77.5530753,VA
,,High,510225002447,,Freedom High School,25450 Riding Center Drive South Riding VA 20152,38.9141482,-77.535041,VA
,,Elementary,510225003046,,GOSHEN POST ELEMENTARY,24945 Lobo Drive Aldie VA 20105,38.9273165,-77.5675693,VA
,,Elementary,510225000918,,GUILFORD ELEM,600 W Poplar Rd Sterling VA 20164,39.0012985,-77.4156624,VA
,,Elementary,510225000919,,HAMILTON ELEM,54 S Kerr St Hamilton VA 20158,39.1318197,-77.6618448,VA
,,Middle,510225002831,,HARMONY MIDDLE,38174 W. Colonial Highway Hamilton VA 20158,39.1372182,-77.6838545,VA
,,Middle,510225001913,,HARPER PARK MIDDLE,701 Potomac Station Dr NE Leesburg VA 20176,39.0945146,-77.5229773,VA
,,High,510225002285,,HERITAGE HIGH SCHOOL,"520 Evergreen Mill Rd. SE Leesburg, VA 20175",39.0843556,-77.5691064,VA
,,High,510126000495,,HERNDON HIGH SCHOOL,700 Bennett St Herndon VA 20170 3199,38.9874017,-77.3730752,VA
,,Academy,510225003028,,HILLSBORO CHARTER ACADEMY,37110 Charles Town Pike Purcellville VA 20132,39.1992899,-77.7195998,VA
,,Elementary,510225001855,,HILLSIDE ELEMENTARY,43000 Ellzey Dr Ashburn VA 20148,39.0208457,-77.5140046,VA
,,Elementary,510225001914,,HORIZON ELEM,46665 Broadmore Dr Sterling VA 20165,39.04481,-77.385388,VA
,,Elementary,510225002286,,HUTCHISON FARM ELEM,42819 Center St. South Riding VA 20152,38.9136497,-77.5227982,VA
,,High,510225003061,,INDEPENDENCE HIGH,23115 Learning Circle Ashburn VA 20148,38.9774444,-77.5524444,VA
,,Middle,510225000921,,J. LUPTON SIMPSON MIDDLE,490 Evergreen Mill Rd SE Leesburg VA 20175,39.0903438,-77.5696437,VA
,,Middle,510225002853,,J. Michael Lunsford Middle School,26020 Ticonderoga Road Chantilly VA 20152,38.8968843,-77.5230669,VA
,,High,510225002865,,JOHN CHAMPE HS,41535 Sacred Mountain Street Aldie VA 20105,38.9323413,-77.5657033,VA
,,Elementary,510225002287,,JOHN W. TOLBERT JR. ELEM,691 Potomac Station Dr NE Leesburg VA 20176,39.0965136,-77.5255306,VA
,,High,510126000505,,JUSTICE HIGH SCHOOL,3301 Peace Valley Ln Falls Church VA 22044,38.8566441,-77.1492354,VA
,,Elementary,510225002809,,KENNETH W CULBERT ELEM,38180 West Colonial Highway Hamilton VA 20158,39.1409038,-77.6816179,VA
,,High,510126000517,,LANGLEY HIGH SCHOOL,6520 Georgetown Pike Mclean VA 22101,38.9496797,-77.1664006,VA
,,Elementary,510225001852,,LEESBURG ELEM,323 Plaza St NE Leesburg VA 20176,39.1212918,-77.5496494,VA
,,Elementary,510225002452,,LEGACY ELEM,22995 Minerva Drive Ashburn VA 20148,38.9801503,-77.5258442,VA
,,Elementary,510225002774,,LIBERTY ELEM,25491 Riding Center Drive South Riding VA 20152,38.9123712,-77.5384752,VA
,,Elementary,510225000922,,LINCOLN ELEM,18048 Lincoln Rd Purcellville VA 20132,39.1188295,-77.6961995,VA
,,Elementary,510225002539,,LITTLE RIVER ELEM,43464 Hyland Hills St South Riding VA 20152,38.899163,-77.499377,VA
,,Alternative High,510004202388,,LOUDOUN CO. JUVENILE DETENTION HOME,"16400 Meadowview Ct, Leesburg, VA 20175",39.0767468,-77.5498509,VA
,,High,510225000923,,LOUDOUN COUNTY HIGH,415 Dry Mill Rd SW Leesburg VA 20175,39.1110139,-77.5800313,VA
,,High,510225000924,,LOUDOUN VALLEY HIGH SCHOOL,340 N Maple Ave Purcellville VA 20132,39.1402561,-77.7024214,VA
,,Elementary,510225000925,,LOVETTSVILLE ELEM,49 S Loudoun St Lovettsville VA 20180 8513,39.2656824,-77.6401888,VA
,,Elementary,510225001633,,LOWES ISLAND ELEM,20755 Whitewater Dr Sterling VA 20165,39.0419683,-77.3497605,VA
,,Elementary,510225000926,,LUCKETTS ELEM,14550 James Monroe Hwy Leesburg VA 20176,39.2134178,-77.5336379,VA
,,High,510126000532,,MADISON HIGH SCHOOL,2500 James Madison Dr Vienna VA 22181,38.8959492,-77.2791263,VA
,,Elementary,510225003026,,MADISON'S TRUST ELEMENTARY SCHOOL,42380 Creighton Rd Ashburn VA 20148,38.9779433,-77.5443291,VA
,,High,510126000535,,MARSHALL HIGH SCHOOL,7731 Leesburg Pike Falls Church VA 22043,38.9050049,-77.2127452,VA
,,High,510267001117,,Maury High School,"322 Shirley Ave, Norfolk, VA 23517, USA ",36.8661514,-76.2895451,VA
,,High,510126000538,,MCLEAN HIGH SCHOOL,1633 Davidson Rd McLean VA 22101,38.9246015,-77.184417,VA
,,Elementary,510225001853,,MEADOWLAND ELEMENTARY SCHOOL,729 S Sugarland Run Dr Sterling VA 20164,39.0363147,-77.3712923,VA
,,Middle,510225002450,,MERCER MIDDLE SCHOOL,42149 Greenstone Dr. Aldie VA 20105,38.9246892,-77.5468951,VA
,,Academy,510225002970,,MIDDLEBURG COMMUNITY CHARTER,101 North Madison Street Middleburg VA 20117,38.9711621,-77.7351488,VA
,,Elementary,510225002540,,MILL RUN ELEMENTARY SCHOOL,42940 Ridgeway Drive Ashburn VA 20148,39.0110989,-77.5147684,VA
,,Elementary,510225002954,,MOOREFIELD STATION ELEMENTARY SCHOOL,22325 Mooreview Parkway Ashburn VA 20148,38.9995036,-77.5059541,VA
,,High,510126000542,,MOUNT VERNON HIGH SCHOOL,8515 Old Mount Vernon Rd Alexandria VA 22309,38.7269644,-77.0925995,VA
,,Elementary,510225002415,,MOUNTAIN VIEW ELEMENTARY SCHOOL,36803 Allder School Rd. Purcellville VA 21032,39.156737,-77.731254,VA
,,High,510126001099,,MOUNTAIN VIEW HIGH SCHOOL,5775 Spindle Ct Centreville VA 20121 2497,38.8380123,-77.4258215,VA
,,Elementary,510225002448,,NEWTON-LEE ELEMENTARY SCHOOL,43335 Gloucester Parkway Ashburg VA 20147,39.0569947,-77.5036245,VA
,,High,510126000550,,OAKTON HIGH SCHOOL,2900 Sutton Rd Vienna VA 22181,38.8784526,-77.2821787,VA
,,High,510225000928,,PARK VIEW HIGH SCHOOL,400 W Laurel Ave Sterling VA 20164,39.0146237,-77.4007081,VA
,,High,510180000755,,Phoebus High School," 100 Ireland St, Hampton, VA , 23663, USA",37.0349513,-76.3139194,VA
,,Elementary,510225002514,,PINEBROOK ELEMENTARY SCHOOL,25480 Mindful Court Aldie VA 20105,38.913298,-77.555991,VA
,,High,510225001627,,POTOMAC FALLS HIGH SCHOOL,46400 Algonkian Pkwy Potomac Falls VA 20165,39.0519613,-77.3903876,VA
,,Elementary,510225001158,,POTOWMACK ELEMENTARY SCHOOL,46465 Esterbrook Pkwy Sterling VA 20165,39.0394084,-77.395152,VA
,,Middle,510225002288,,RIVER BEND MIDDLE SCHOOL,46240 Algonkian Pkwy. Sterling VA 20165,39.0522774,-77.3977529,VA
,,High,510225003001,,RIVERSIDE HIGH SCHOOL,19019 Upper Belmont Place Leesburg VA 20176,39.0921309,-77.4899142,VA
,,High,510126000521,,Robert E. Lee High School —> John R. Lewis ,"6540 Franconia Rd Springfield, VA 22150",38.7791377,-77.1693661,VA
,,High,510225002969,,ROCK RIDGE HIGH SCHOOL,43460 Loudoun Reserve Drive Ashburn VA 20148,38.9778181,-77.499861,VA
,,Elementary,510225000929,,ROLLING RIDGE ELEMENTARY SCHOOL,500 E Frederick Dr Sterling VA 20164,39.0146384,-77.3837497,VA
,,Elementary,510225002751,,ROSA LEE CARTER ELEMENTARY SCHOOL,43330 Loudoun Reserve Drive Ashburn VA 20148,38.9775877,-77.50285,VA
,,Elementary,510225000930,,ROUND HILL ELEMENTARY SCHOOL,17115 Evening Star Dr Round Hill VA 20141,39.1445707,-77.7626421,VA
,,Elementary,510225001148,,SANDERS CORNER ELEMENTARY SCHOOL,43100 Ashburn Farm Pkwy Ashburn VA 20147,39.037795,-77.510445,VA
,,Elementary,510225002289,,SELDENS LANDING ELEMENTARY SCHOOL,43345 Coton Commons Dr. Leesburg VA 20176,39.0836029,-77.501185,VA
,,Middle,510225000931,,SENECA RIDGE MIDDLE SCHOOL,98 Seneca Ridge Dr Sterling VA 20164,39.0282639,-77.3731761,VA
,,Middle,510225002446,,SMARTS MILL MIDDLE SCHOOL,850 N. King St. Leesburg VA 20176,39.1328433,-77.5477908,VA
,,High,510126002436,,SOUTH COUNTY HIGH SCHOOL,8501 Silverbrook Road Lorton VA 22079,38.7174282,-77.2385395,VA
,,High,510126000566,,SOUTH LAKES HIGH SCHOOL,11400 South Lakes Dr Reston VA 20191 4199,38.9330403,-77.3403391,VA
,,Elementary,510225000932,,STERLING ELEMENTARY SCHOOL,200 W Church Rd Sterling VA 20164,39.0090427,-77.4019681,VA
,,Middle,510225000933,,STERLING MIDDLE SCHOOL,201 W Holly Ave Sterling VA 20164,39.0007606,-77.4061832,VA
,,Elementary,510225002776,,STEUART W. WELLER ELEMENTARY SCHOOL,20700 Marblehead Drive Ashburn VA 20147,39.041823,-77.454728,VA
,,Elementary,510225002538,,STONE BRIDGE HIGH SCHOOL,43100 Hay Road Ashburn VA 20147,39.04881,-77.5087318,VA
,,Middle,510225002764,,STONE HILL MIDDLE SCHOOL,23415 Evergreen Ridge Drive Ashburn VA 20148,38.9692946,-77.5123157,VA
,,Elementary,510225000934,,SUGARLAND ELEMENTARY SCHOOL,65 Sugarland Run Dr Sterling VA 20164,39.0371113,-77.3829536,VA
,,Elementary,510225000935,,SULLY ELEMENTARY SCHOOL,300 Circle Dr Sterling VA 20164,38.9968186,-77.3987395,VA
,,Elementary,510225002755,,SYCOLIN CREEK ELEMENTARY SCHOOL,21100 Evergreen Mills Road Leesburg VA 20175,39.038154,-77.5770763,VA
,,Academy,510225002989,,THE LOUDOUN GOVERNOR'S CAREER & TECHNICAL ACADEMY,715 Childrens Center Road SW Leesburg VA 20175,39.1152194,-77.5831876,VA
,,High,510126002034,,THOMAS JEFFERSON HIGH SCHOOL,6560 Braddock Rd Alexandria VA 22312,38.8180599,-77.1683517,VA
,,Middle,510225002965,,TRAILSIDE MIDDLE SCHOOL,20325 Claiborne Parkway Ashburn VA 20147,39.0547039,-77.5024596,VA
,,High,510225002817,,TUSCARORA HIGH SCHOOL,801 North King Street Leesburg VA 20176,39.1330824,-77.5588969,VA
,,High,510126000600,,W. T. WOODSON HIGH SCHOOL,9525 Main St Fairfax VA 22031,38.8399092,-77.275176,VA
,,Elementary,510225000936,,WATERFORD ELEMENTARY SCHOOL,15513 Loyalty Rd Waterford VA 20197,39.1879633,-77.6048099,VA
,,Elementary,510225003060,,WAXPOOL ELEMENTARY SCHOOL,42560 Black Angus Drive Ashburn VA 20148,39.0154942,-77.529671,VA
,,High,510126002945,,WEST POTOMAC HIGH SCHOOL,6500 Quander Rd Alexandria VA 22307,38.7735273,-77.0729954,VA
,,High,510126000585,,WEST SPRINGFIELD HIGH SCHOOL,6100 Rolling Rd Springfield VA 22152,38.786203,-77.2403357,VA
,,High,510126002529,,WESTFIELD HIGH SCHOOL,4700 Stonecroft Blvd Chantilly VA 20151,38.8850473,-77.4642814,VA
,,Middle,510225003059,,WILLARD MIDDLE SCHOOL,40915 Braddock Road Aldie VA 20105,38.9285786,-77.5885492,VA
,,High,510225002812,,WOODGROVE HIGH SCHOOL,36811 Allder School Road Purcellville VA 20132,39.1540113,-77.7271454,VA
,,Middle,350150000669,,Picacho Middle School,"1040 N Motel Blvd, Las Cruces, NM 88007, USA",32.3144139,-106.814427,NM
,,High,350001001024,,V. Sue Cleveland High School,"4800 Cleveland Heights Rd NE, Rio Rancho, NM 87144, USA",35.3129296,-106.6420538,NM
,,High,551119001496,,Oshkosh West High School,"375 N Eagle St Oshkosh, WI 54902 ",44.0236864,-88.573593,WI
,,High,551578002025,,Waukesha South High School,"401 East Roberta Avenue, Waukesha, WI",42.9931424,-88.2231431,WI
,,High,170993006458,,Chatham Academy High School,"9035 S Langley Ave, Chicago, IL 60619, USA",41.7300176,-87.6067883,IL
,,High,171233001481,,Dixon High School,"1335 Franklin Grove Rd, Dixon, IL 61021, USA",41.8389765,-89.4593351,IL
,,Middle,174218005558,,James Howard Monroe Middle School,"1855 Manchester Rd, Wheaton, IL 60187",41.8684701,-88.1320937,IL
,,Elementary,174218004219,,Pleasant Hill Elm School,"IN220 Pleasant Hill Rd, Winfield, IL 60190",41.8910355,-88.1379078,IL
,,High,173342003458,,Rich Central High School,"3600 203rd St, Olympia Fields, IL 60461, USA",41.5225184,-87.7058692,IL
,,High,173402003496,,Riverside Brookfield HS,"160 Ridgewood Rd, Riverside, IL 60546-2408",41.829114,-87.8310287,IL
,,Alternative High,,,Second Chance High School - School Closed in 2007,"5114 S Elizabeth St, Chicago, IL 60609, USA",41.8006301,-87.6564929,IL
,,High,174218004223,,Wheaton North High School ,"701 W Thomas Rd
Wheaton, IL 60187-3141",41.8834782,-88.1166303,IL
,,High,240009000236,,Achievement Academy At Harbor City High,"2201 Pinewood Avenue Baltimore, MD 21214",39.3657834,-76.5706772,MD
,,High,240012000379,,Eastern Tech High School,"1100 Mace Ave, Essex, MD 21221, USA",39.3253889,-76.4732715,MD
,,High,410948000987,,Parkrose High School,"12003 NE Shaver St, Portland, OR 97220, USA",45.5531305,-122.5401505,OR
,,High,080195000010,,Adams City High School,"7200 QUEBEC PARKWAY
COMMERCE CITY, CO 80022-4824",39.8283905,-104.900549,CO
,,Middle,080195000009,,Adams City Middle School,"4451 EAST 72ND AVENUE
COMMERCE CITY, CO 80022-1405",39.8279994,-104.9352806,CO
,,Elementary,080195000011,,Alsup Elementary School,"7101 BIRCH STREET
COMMERCE CITY, CO 80022-1822",39.8255002,-104.9372427,CO
,,Elementary,080195000012,,Central Elementary School,"6450 HOLLY STREET
COMMERCE CITY, CO 80022-2506",39.8138033,-104.9214555,CO
,,Elementary,080195000013,,Dupont Elementary School,"7970 KIMBERLY STREET
COMMERCE CITY, CO 80022-1048",39.8410344,-104.9168474,CO
,,Elementary,080195000018,,Hanson Elementary School,"7133 EAST 73RD AVENUE
COMMERCE CITY, CO 80022-1713",39.8297102,-104.9051225,CO
,,Middle,080195000015,,Kearney Middle School,"6160 KEARNEY STREET
COMMERCE CITY, CO 80022-3434",39.8085359,-104.9168375,CO
,,Elementary,080195000016,,Kemp Elementary School,"6775 ONEIDA STREET
COMMERCE CITY, CO 80022-2853",39.819592,-104.9084985,CO
,,High,080195001307,,Lester R Arnold High School,"6500 EAST 72ND AVENUE
COMMERCE CITY, CO 80022-2006",39.8266424,-104.9123307,CO
,,Pre-K,080195000404,,Mildred L Sanville Preschool,"5941 EAST 64TH AVENUE
COMMERCE CITY, CO 80022-3316",39.8130889,-104.9194024,CO
,,Elementary,080195000017,,Monaco Elementary School,"7631 MONACO BOULEVARD
COMMERCE CITY, CO 80022-1305",39.8350419,-104.9130607,CO
,,Elementary,080195000019,,Rose Hill Elementary School,"6900 EAST 58TH AVENUE
COMMERCE CITY, CO 80022-4102",39.8009267,-104.9081678,CO
,,Pre-K,080195001947,,Stars Early Learning Center,"5650 BOWEN COURT
COMMERCE CITY, CO 80022-4009",39.7994813,-104.9085441,CO
,,Pre-K -12,080345006493,,STEM School Highlands Ranch,"8773 RIDGELINE BLVD HIGHLANDS RANCH, CO 80129",39.5553872,-104.997668,CO
,,Elementary,050001701289,,BALDWIN ELEMENTARY SCHOOL,"612 W MUELLER ST
PARAGOULD, AR 72450",36.0471238,-90.4942629,AR
,,High,050456000181,,Concord High School,"10920 Heber Springs Rd N, Concord, AR 72523, USA",35.6628273,-91.8468629,AR
,,Elementary,050001500995,,EAST END ELEMENTARY SCHOOL,"21801 ARCH ST PIKE
LITTLE ROCK, AR 72206",34.5511073,-92.3402446,AR
,,Private,050001500275,,EAST END INTERMEDIATE SCHOOL,"5205 W SAWMILL RD
LITTLE ROCK, AR 72206",34.5562821,-92.3426962,AR
,,Middle,050001501677,,EAST END MIDDLE SCHOOL,"24554 HWY 167
HENSLEY, AR 72065",34.5284028,-92.3353505,AR
,,Elementary,050001600690,,MARMADUKE ELEMENTARY SCHOOL,"2020 GREYHOUND DR
MARMADUKE, AR 72443",36.193337,-90.3945367,AR
,,High,050001600691,,MARMADUKE HIGH SCHOOL,"1010 GREYHOUND DR
MARMADUKE, AR 72443",36.1930301,-90.3937388,AR
,,Elementary,050001701497,,OAK GROVE ELEMENTARY SCHOOL,"5027 HWY 135 N
PARAGOULD, AR 72450",36.1255633,-90.5106174,AR
,,Middle,050001701296,,OAK GROVE MIDDLE SCHOOL,"5097 HWY 135 N
PARAGOULD, AR 72450",36.1259407,-90.5106093,AR
,,High,050001701295,,PARAGOULD HIGH SCHOOL,"1701 W COURT ST
PARAGOULD, AR 72450",36.0558152,-90.5088015,AR
,,Middle,050001700395,,PARAGOULD JUNIOR HIGH,"1713 W COURT ST
PARAGOULD, AR 72450",36.0575518,-90.5097634,AR
,,Pre-K - Elementary,050001701576,,PARAGOULD PRIMARY SCHOOL,"1510 COUNTRY CLUB RD
PARAGOULD, AR 72450",36.0706328,-90.5053375,AR
,,High,051182000899,,Prescott High School,"736 Martin St, Prescott, AR 71857, USA",33.7913217,-93.3775516,AR
,,Elementary,050001500996,,SHERIDAN ELEMENTARY SCHOOL,"707 RIDGE DR
SHERIDAN, AR 72150",34.3138805,-92.4126117,AR
,,High,050001500997,,SHERIDAN HIGH SCHOOL,"800 W VINE
SHERIDAN, AR 72150",34.3137127,-92.4079036,AR
,,Private,050001500097,,SHERIDAN INTERMEDIATE SCHOOL,"1101 SKYLINE
SHERIDAN, AR 72150",34.3148564,-92.4117449,AR
,,Middle,050001500998,,SHERIDAN MIDDLE SCHOOL,"500 N ROCK
SHERIDAN, AR 72150",34.3109525,-92.3983229,AR
,,Elementary,050001701292,,WOODROW WILSON ELEM. SCHOOL,"900 W EMERSON ST
PARAGOULD, AR 72450",36.0546695,-90.4983214,AR
,,High,530870001811,,Oakland Alternative  High School,"3319 S Adams St, Tacoma, WA 98409, USA",47.2304502,-122.4856732,WA
,,High,530825001386,,Rogers High School,"12801 86th Ave E, Puyallup, WA 98373, USA",47.1386153,-122.3118041,WA
,,High,130006000010,,Appling County High School,"482 Blackshear Hwy SE, Baxley, GA 31513",31.7583796,-82.3540047,GA
,,Elementary,130252001101,,Beaverbrook Elementary School,"251 Birdie Rd, Griffin, GA 30223",33.3214808,-84.2951879,GA
,,High,130012001865,,Benjamin E. Mays High School,"3450 Benjamin E Mays Dr SW, Atlanta, GA 30331",33.7342578,-84.5037019,GA
,,High,130162000786,,Dalton High School,"1500 Manly St, Dalton, GA 30720, USA",34.7792638,-84.9861421,GA
,,High,130174003332,,Miller Grove High School,"2645 Dekalb Medical Pkwy, Lithonia, GA 30058, USA",33.7096273,-84.1489549,GA
,,High,130123002068,,Mount Zion High School,"2535 Mt Zion Pkwy, Jonesboro, GA 30236, USA",33.5545272,-84.3098552,GA
,,High,130123000477,,Riverdale High School," 160 Roberts Dr, Riverdale, GA 30274, USA",33.5564865,-84.4036726,GA
,,High,,,Kingston High School,"10047 Diamond Road Cadet, MO",38.0645287,-90.7442123,MO
,,High,292280001293,,Winnetonka High School,"5815 NE 48th St, Kansas City, MO 64119, USA",39.1795862,-94.5094369,MO
,,High,301854000824,,Big Sky High School,"3100 South Ave W, Missoula, MT 59804",46.8502148,-114.0576416,MT
,,High,301305000380,,Great Falls High School,"1900 2nd Ave S, Great Falls, MT 59405, USA",47.5011804,-111.2750739,MT
,,High,370297002324,,Butler High School,"1810 Matthews-Mint Hill Rd, Matthews, NC 28105, USA",35.1208343,-80.6911181,NC
,,Pre-K- Middle school,340645005904,,Haledon Public School,"91 Henry St, Haledon, NJ 07508, USA",40.9319896,-74.1885427,NJ
,,Pre-K -12,440090000467,,Providence Career and Technical Academy,"41 Fricker St, Providence, RI 02903, USA",41.8162533,-71.4221908,RI
,,Pre-K- Middle school,590015400020,,Enemy Swim Day School,"13525 446th Ave, Waubay, SD 57273, USA",45.4252117,-97.2928958,SD
,,Private,020000100619,,Akiuk Memorial School,"104 Village Rd
Kasigluk, AK 99609",60.8728396,-162.5159902,AK
,,Private,020000100391,,Akula Elitnaurvik School,"100 Akula Heights
Kasigluk, AK 99609",60.8955556,-162.5180556,AK
,,Private,020000100214,,Anna Tobeluk Memorial School,"114 Village Rd
Nunapitchuk, AK 99641",60.8969289,-162.458312,AK
,,Private,020000100215,,Arviq School,"116 Village Rd Platinum, AK 99651",59.0134912,-161.8189004,AK
,,Private,020000100211,,Ayagina'ar Elitnaurvik,"106 Village Rd
Kongiganak, AK 99559",59.9598594,-162.8902926,AK
,,Private,020000100329,,Ayaprun Elitnaurvik,"1010 Fourth Ave
Bethel, AK 99559",60.7976634,-161.7587378,AK
,,Private,020000100440,,Ayaprun School,"112 Village Rd
Newtok, AK 99559",60.9425079,-164.6419162,AK
,,High,020000100208,,Bethel Regional High School,"1006 Ron Edwards Memorial Dr
Bethel, AK 99559",60.8029938,-161.7714066,AK
,,Academy,020000100620,,Bethel Youth Facility,"Lower Kuskokwim School Dist
Bethel, AK 99559",60.8028964,-161.7732025,AK
,,Academy,020000100209,,Chaputnguak School,"102 Village Rd
Chefornak, AK 99561",60.1578018,-164.2825072,AK
,,Academy,020000100210,,Chief Paul Memorial School,"105 Village Rd
Kipnuk, AK 99614",59.926871,-164.0717301,AK
,,Private,020000100389,,Done,"120 Village Rd
Tununak, AK 99681",60.5289,-165.0336,AK
,,Private,020000100392,,Eek School,"103 Village Rd
Eek, AK 99578",60.2158432,-162.0259187,AK
,,Elementary,020000100207,,Gladys Jung Elementary,"1007 Ron Edwards Memorial Dr
Bethel, AK 99559",60.8042747,-161.7708465,AK
,,Academy,020000100206,,Joann A. Alexie Memorial School,"101 Village Rd
Atmautluak, AK 99559",60.8669444,-162.2730555,AK
,,Private,020000100438,,Ket'acik/Aapalluk Memorial School,"107 Village Rd
Kwethluk, AK 99621",60.7910431,-161.4045026,AK
,,Private,020000100441,,Kuinerrarmiut Elitnaurviat,"117 Village Rd
Quinhagak, AK 99655",59.7536573,-161.8928259,AK
,,Academy,020000100318,,Kuskokwim Learning Academy,"1010 4th Ave
Bethel, AK 99559",60.7976634,-161.7587378,AK
,,Private,020000100212,,Kwigillingok School,"108 Village Rd
Kwigillingok, AK 99622",59.8668108,-163.1811705,AK
,,Private,020000100406,,Lewis Angapak Memorial School,"119 Village Rd
Tuntutuliak, AK 99680",60.36169,-162.6836675,AK
,,Private,020000100765,,Mertarvik School,"112 VILLAGE RD
MERTARVIK, AK 99559",60.7772234,-161.8606099,AK
,,Private,020000100436,,Mikelnguut Elitnaurviat,"1005 Raven's Way
Bethel, AK 99559",60.7922222,-161.7558334,AK
,,Private,020000100474,,Negtemiut Elitnaurviat School,"113 Village Rd
Nightmute, AK 99690",60.488575,-164.8432965,AK
,,Private,020000100213,,Nelson Island Area School,"101 Sunny Side Rd
Toksook Bay, AK 99637",60.5329014,-165.1088808,AK
,,Private,020000100408,,Nuniwarmiut School,"109 Village Rd
Mekoryuk, AK 99630",60.3670025,-166.2632911,AK
,,Private,020000100475,,Qugcuun Memorial School,"115 Village Rd
Oscarville (Kuiggayagaq), AK 99559",60.7316097,-161.7713122,AK
,,Private,020000100476,,Rocky Mountain School,"121 Village Rd
Goodnews Bay, AK 99589",59.1222183,-161.5921073,AK
,,Private,020000100409,,William Miller Memorial School,"110 Village Rd
Napakiak, AK 99634",60.6915827,-161.980154,AK
,,Private,020000100439,,Z. John Williams Memorial School,"111 Village Rd
Napaskiak, AK 99634",60.6915827,-161.980154,AK
,,High,040633000539,,Metro Tech High School,"1900 W THOMAS RD
PHOENIX, AZ 85015-6051",33.481868,-112.1020364,AZ
,,High,040633000538,,Alhambra High School,"3839 W CAMELBACK RD
PHOENIX, AZ 85019-2512",33.5083336,-112.1411739,AZ
,,Elementary,040630002129,,Augustus H Shaw Jr Montessori School,"123 N 13th St, Phoenix, AZ 85034",33.449575,-112.0535755,AZ
,,High,040633000540,,Camelback High School,"4612 N 28TH ST
PHOENIX, AZ 85016-4931",33.5045519,-112.0230008,AZ
,,Elementary,040630001028,,Capitol Elementary School,"330 N 16TH AVE
PHOENIX, AZ 85007-2443",33.4528698,-112.0952832,AZ
,,High,040633000541,,Carl Hayden High School,"3333 W ROOSEVELT ST
PHOENIX, AZ 85009-3403",33.4578128,-112.1323095,AZ
,,High,040633000542,,Central High School,"4525 N CENTRAL AVE
PHOENIX, AZ 85012-1816",33.502509,-112.073067,AZ
,,Elementary,040630000535,,Lowell Elementary School,"1121 S 3RD AVE
PHOENIX, AZ 85003-2614",33.4367431,-112.0768396,AZ
,,Elementary,040630001555,,Magnet Traditional School,"2602 N 23RD AVE
PHOENIX, AZ 85009-1920",33.4769505,-112.108976,AZ
,,Elementary,040630000537,,Whittier Elementary School,"2000 N 16TH ST
PHOENIX, AZ 85006-1910",33.4698709,-112.0481028,AZ
,,High,100008000225,,Appoquinimink High School,"1080 Bunker Hill Road Middletown, DE 19709",39.4537305,-75.7488085,DE
,,Pre-K,100008000103,,Appoquinimink PreSchool Center,"502 South Broad Street Middletown, DE 19709-1196",39.443267,-75.7176594,DE
,,Elementary,100008000142,,Brick Mill Elementary School,"378 Brick Mill Road
Middletown, DE 19709",39.4589186,-75.6865343,DE
,,Elementary,100008000339,,Bunker Hill Elementary School,"1070 Bunker Hill Road
Middletown, DE 19709",39.4550141,-75.7441538,DE
,,,100008000391,,Cantwell Bridge Middle School,"550 Tony Marchio Drive
Townsend, DE 19734",39.4381601,-75.6499414,DE
,,KG,100008000178,,Cedar Lane Early Childhood Center,"1221 Cedar Lane Road
Middletown, DE 19709",39.5032047,-75.6873977,DE
,,Elementary,100008000332,,Cedar Lane Elementary School,"1259 Cedar Lane Road
Middletown, DE 19709-9636",39.5010319,-75.6874431,DE
,,Elementary,100008000380,,Lorewood Grove Elementary School,"820 Mapleton Ave.
Middletown, DE 19709",39.5339283,-75.6801961,DE
,,Elementary,100008000121,,Loss (Olive B.) Elementary School,"200 Brennan Boulevard
Bear, DE 19701",39.560698,-75.7416008,DE
